4485923368513585 122026 234, valid, visa
4556041470901749 102026 386, invalid, visa
4539427210023146 72027 475, invalid, visa
4556006617574626 72029 466, invalid, visa
4539973473176493 102027 827, invalid, visa
4929095279055024 122028 549, invalid, visa
4916488425688456 32022 789, invalid, visa
4556959104768038 42024 952, invalid, visa
4485091649472235 12024 503, invalid, visa
4024007141360593 102024 135, invalid, visa
4485232915088103 32027 933, invalid, visa
4916895572030508 42025 851, invalid, visa
4485152996083825 42024 700, invalid, visa
4024007127542560 52025 107, invalid, visa
4716230704641984 22025 730, invalid, visa
4716932557755536 82026 518, invalid, visa
4716489520998537 102026 476, invalid, visa
4556217323276535 122022 167, valid, visa
4556856417636045 82022 319, invalid, visa
4916532089900580 82028 994, valid, visa
4532848191669432 82023 502, invalid, visa
4539837554483716 122024 788, invalid, visa
4539619263761453 112023 895, invalid, visa
4532849938631289 82029 571, invalid, visa
4556953125496430 52024 403, valid, visa
4264904097092619 102028 985, invalid, visa
4929532321100085 112024 443, invalid, visa
4916321736093282 72027 833, invalid, visa
4916658192282507 112025 426, invalid, visa
4263344608423865 42029 890, invalid, visa
4485554153352069 62024 784, invalid, visa
4929681432848767 42026 386, invalid, visa
4024007187697726 92025 276, invalid, visa
4716294381372552 102026 361, invalid, visa
4916933167407136 62024 324, invalid, visa
4539411081378961 52025 834, invalid, visa
4716961419059175 92023 811, valid, visa
4539462993845811 82022 354, invalid, visa
4539406335211232 52025 319, valid, visa
4024007156084328 102028 729, invalid, visa
4024007146192157 62025 575, invalid, visa
4539747887996104 42024 278, invalid, visa
4556341124168913 52023 277, invalid, visa
4539479635845447 52029 496, invalid, visa
4916520111737914 62025 755, invalid, visa
4532972875694357 112022 590, invalid, visa
4539731606748533 82024 757, invalid, visa
4393188109608414 92024 894, invalid, visa
4916867975051548 72022 811, invalid, visa
4929418768496055 82029 703, valid, visa
4532755537286419 12024 189, invalid, visa
4485453913216807 62022 808, invalid, visa
4539716671187113 42025 383, invalid, visa
4716503377839741 72023 280, invalid, visa
4485801847828081 52028 247, invalid, visa
4735951732422736 82025 813, invalid, visa
4929275698610225 32023 612, invalid, visa
4929965049556701 112023 725, invalid, visa
4929819969201543 42027 952, invalid, visa
4556920530947190 52024 887, invalid, visa
4929236630991628 112026 145, invalid, visa
4556423144373226 42023 559, invalid, visa
4539047461767868 42028 707, invalid, visa
4929654315528707 22023 583, invalid, visa
4539619515772019 42025 184, invalid, visa
4929357216106538 102028 375, invalid, visa
4024007189219768 122028 828, invalid, visa
4532344399262352 82022 912, invalid, visa
4539758544156206 42023 792, invalid, visa
4539345838017128 12026 888, invalid, visa
4716553724082297 82023 371, invalid, visa
4299832863833255 42028 788, invalid, visa
4532088386202232 42024 502, invalid, visa
4929214979135834 52024 832, invalid, visa
4716568925083563 62026 501, invalid, visa
4539628625580261 72023 923, invalid, visa
4716231098982745 72027 592, valid, visa
4556636226813500 92026 405, invalid, visa
4352338074548892 82026 492, invalid, visa
4716178936457150 122025 654, invalid, visa
4716337294435667 82023 350, invalid, visa
4485407403072682 92027 721, valid, visa
4532841715504276 62027 171, invalid, visa
4556556935762642 32024 525, invalid, visa
4716464664696593 82025 287, invalid, visa
4916458277653262 32029 240, invalid, visa
4929806562679548 22029 310, invalid, visa
4929313692747717 112024 876, invalid, visa
4485466863246517 62026 493, invalid, visa
4220255862839012 12027 375, invalid, visa
4024007186626304 92026 978, invalid, visa
4659562313646999 102023 173, invalid, visa
4485024213669027 102027 360, invalid, visa
4556461020586578 62023 754, invalid, visa
4863061624896585 32023 106, invalid, visa
4485896889647738 62026 417, invalid, visa
4999345888917550 22027 636, invalid, visa
4916832640484045 72024 950, invalid, visa
4916443310280455 92023 111, invalid, visa
4770483100043973 82026 724, invalid, visa
4539100865774558 62028 746, invalid, visa
4556331886615433 92023 130, invalid, visa
4539995974772694 72024 523, invalid, visa
4929408683112317 32027 506, invalid, visa
4539010750896954 52029 488, invalid, visa
4198026879077021 122024 631, invalid, visa
4556163963238205 102025 908, invalid, visa
4916363524088470 42025 668, valid, visa
4929273675147550 102024 793, invalid, visa
4716943903447363 112025 473, invalid, visa
4539303564960292 62024 853, invalid, visa
4485356799435500 12024 633, invalid, visa
4024007161378053 82027 959, invalid, visa
4539379236403564 82023 814, invalid, visa
4539879808194210 92026 335, valid, visa
4532766819035440 82027 636, invalid, visa
4339437371067370 22026 136, invalid, visa
4532921824838631 52023 952, invalid, visa
4024007155803439 12023 897, invalid, visa
4929708460482159 52029 714, invalid, visa
4929824894438798 122024 394, invalid, visa
4916413065260267 92024 383, invalid, visa
4485106094754505 112028 166, invalid, visa
4532273243339241 62028 278, invalid, visa
4929080585077292 22023 701, invalid, visa
4929405971178299 122024 820, invalid, visa
4556515914947558 32027 426, invalid, visa
4539618787730358 32027 209, invalid, visa
4539749247679800 92026 940, invalid, visa
4024007132031310 102027 346, invalid, visa
4024007168834306 82022 479, invalid, visa
4485410199674349 52025 926, invalid, visa
4024007111585690 122026 718, invalid, visa
4556735045823409 42028 459, invalid, visa
4839947761174722 72027 632, invalid, visa
4716234765182508 62023 798, invalid, visa
4485551558086946 32024 516, invalid, visa
4024007185258828 32028 950, invalid, visa
4532865492631671 122024 789, invalid, visa
4485556585582940 112029 347, invalid, visa
4716986206509447 42023 907, invalid, visa
4716613287585183 52024 172, invalid, visa
4929442788696080 52026 547, invalid, visa
4485349894930780 112027 125, invalid, visa
4716049124430756 102027 648, invalid, visa
4024007179308571 22022 620, invalid, visa
4916717838074783 32027 388, invalid, visa
4532575053556759 122027 426, invalid, visa
4916130323523795 12029 260, valid, visa
4716084192233998 72027 122, invalid, visa
4485982753384648 42028 922, invalid, visa
4922427148656087 12027 464, invalid, visa
4556389055418161 82025 793, invalid, visa
4539342374731337 92027 479, invalid, visa
4929244176025397 92029 871, invalid, visa
4556066478422919 32022 226, invalid, visa
4916294837514169 52023 689, invalid, visa
4485052121724253 42028 871, invalid, visa
4532178759667952 62028 696, invalid, visa
4024007101315769 92023 767, invalid, visa
4556218967741917 52027 231, invalid, visa
4024007117572361 22026 818, invalid, visa
4916364050049167 32026 740, invalid, visa
4916964889539583 112026 733, invalid, visa
4716158659959020 22027 592, invalid, visa
4608718162684927 92022 592, invalid, visa
4556885256074281 82025 409, invalid, visa
4556311925318801 82025 746, invalid, visa
4556563072818427 82025 504, invalid, visa
4485744581002655 22027 691, invalid, visa
4556650527808770 82024 744, invalid, visa
4485873197673128 122026 668, invalid, visa
4024007173511774 62024 242, invalid, visa
4889603458842555 62025 342, invalid, visa
4649557539140523 32028 129, invalid, visa
4929157238457053 12028 993, invalid, visa
4916789512511331 22027 259, invalid, visa
4605222171851372 32029 538, invalid, visa
4532879180494466 82023 241, invalid, visa
4485084857173181 62026 191, invalid, visa
4032665660105135 62028 664, invalid, visa
4532349448426791 42024 292, invalid, visa
4556817504972099 42027 537, invalid, visa
4929462804614347 52027 804, invalid, visa
4024007107161555 42027 674, invalid, visa
4485085325536586 12028 316, invalid, visa
4916644483216560 82023 233, invalid, visa
4024007174890318 92027 364, invalid, visa
4556525528417013 62024 243, invalid, visa
4916207729003679 82028 322, invalid, visa
4003837071048080 122024 430, invalid, visa
4716236497080843 42028 135, invalid, visa
4556269035162776 92024 584, invalid, visa
4556649058504956 122026 861, invalid, visa
4532160139561717 82027 245, invalid, visa
4485234569255434 32024 545, invalid, visa
4532706234113158 122024 436, invalid, visa
4716966494761157 32029 534, invalid, visa
4539315349459572 32023 492, invalid, visa
4532308358001085 102024 636, invalid, visa
4916578649921566 32025 780, invalid, visa
4556534679020907 32028 762, invalid, visa
4485795570323080 82024 724, invalid, visa
4716994126605287 112025 705, valid, visa
4929282122342201 102025 707, invalid, visa
4024007136297271 12024 472, invalid, visa
4002461971661479 12027 952, invalid, visa
4024007105649148 52024 136, invalid, visa
4556171683290893 92027 487, invalid, visa
4226846787458609 82029 959, invalid, visa
4024007195461701 52022 933, invalid, visa
4929277405315577 82028 144, invalid, visa
4716889823511467 22027 789, invalid, visa
4929343853411886 122023 794, invalid, visa
4539848782423952 102026 882, invalid, visa
4556106911975287 82025 382, invalid, visa
4800943392253790 82029 912, invalid, visa
4455543939442050 92023 609, invalid, visa
4929678758336583 122025 434, invalid, visa
4716010216269965 92029 255, valid, visa
4556534065288332 82022 417, invalid, visa
4396699219595850 52026 925, invalid, visa
4485485444628183 22025 689, invalid, visa
4916412134144270 42024 510, invalid, visa
4532240031061808 92026 735, invalid, visa
4532422774835917 112028 653, valid, visa
4024007103111323 92025 405, invalid, visa
4994893221300591 32027 638, invalid, visa
4556875612565908 92022 571, invalid, visa
4485634993488578 72024 243, valid, visa
4539182270706755 32023 933, invalid, visa
4485911667717502 12024 462, invalid, visa
4485213103153933 42026 555, invalid, visa
4929129138491227 62026 154, invalid, visa
4856730585699316 102023 439, invalid, visa
4156608158089643 112028 281, invalid, visa
4556147230651159 82026 317, invalid, visa
4485683245860126 82027 923, invalid, visa
4929687907518769 42023 130, invalid, visa
4916238924112270 42026 780, invalid, visa
4532253013886829 32027 845, invalid, visa
4916022212968787 42023 365, invalid, visa
4539379784403578 102025 455, invalid, visa
4916542622825681 82025 750, valid, visa
4024007167698835 52027 707, invalid, visa
4929658034530530 102027 822, invalid, visa
4978703898530935 72028 734, invalid, visa
4532203522557635 62023 946, invalid, visa
4556107437607586 82024 407, valid, visa
4929951451212900 102023 303, invalid, visa
4929110968245776 112025 224, invalid, visa
4024007155645780 102022 771, invalid, visa
4556769067503359 102029 792, invalid, visa
4566323086498098 122026 729, invalid, visa
4929590957976095 72023 508, invalid, visa
4556588138830629 62024 989, valid, visa
4539574551201102 102023 439, invalid, visa
4485729656388162 52025 284, invalid, visa
4556405413045684 92023 620, invalid, visa
4957161030867456 52025 676, invalid, visa
4716785846639212 42027 136, valid, visa
4024007126173961 82023 939, invalid, visa
4532281834142130 112026 898, invalid, visa
4024007152753157 72023 375, invalid, visa
4916924849477977 62027 995, invalid, visa
4024007116415844 52026 862, invalid, visa
4916977080621414 112024 523, invalid, visa
4170822747779133 112026 393, invalid, visa
4532369592146599 112025 133, invalid, visa
4916982872699347 32024 220, invalid, visa
4916079935877315 102029 151, invalid, visa
4532345383493945 102028 607, invalid, visa
4556210242247737 12025 399, invalid, visa
4024007167568384 32022 999, invalid, visa
4485179694173277 82028 595, invalid, visa
4532593146724433 112024 832, invalid, visa
4024007153368781 42028 162, invalid, visa
4532086750027250 52027 732, invalid, visa
4067288962675800 82025 813, invalid, visa
4024007198017922 52026 721, valid, visa
4847508181375131 12024 903, invalid, visa
4532465447026539 62023 134, invalid, visa
4539943585051736 72027 279, valid, visa
4024007188137326 62024 731, invalid, visa
4716836994549313 92024 982, invalid, visa
4929205853741721 22028 409, invalid, visa
4771993451653096 52028 516, invalid, visa
4024007136045225 72029 225, invalid, visa
4929530029582802 112027 605, invalid, visa
4916136333625801 122022 993, invalid, visa
4485309937572213 82025 889, invalid, visa
4532950958151933 42028 133, invalid, visa
4929835083416205 42027 287, invalid, visa
4998557033507752 62026 840, invalid, visa
4532972297703885 112028 344, invalid, visa
4485757106420293 42022 207, invalid, visa
4532604159517547 72027 170, valid, visa
4556753909885992 22023 202, invalid, visa
4024007151152849 92025 355, invalid, visa
4916687268842407 42029 759, invalid, visa
4539685701204232 62028 501, valid, visa
4024007197417404 92026 335, valid, visa
4539865515490405 92022 176, invalid, visa
4916780608109320 112023 908, invalid, visa
4556753140109129 52025 885, invalid, visa
4916800879920526 92025 774, valid, visa
4716757891777627 122026 266, invalid, visa
